date,close_price,open_price,high_price,low_price,is_complete,volume
2023-02-15 20:00:00+00:00,14500.00,14554.00,14564.00,14470.00,True,2853
2023-02-16 06:00:00+00:00,14598.00,14598.00,14598.00,14598.00,True,123
2023-02-16 07:00:00+00:00,14654.00,14598.00,14738.00,14520.00,True,18500
2023-02-16 08:00:00+00:00,14636.00,14654.00,14670.00,14616.00,True,5850
2023-02-16 09:00:00+00:00,14556.00,14636.00,14640.00,14502.00,True,5496
2023-02-16 10:00:00+00:00,14516.00,14562.00,14564.00,14514.00,True,3443
2023-02-16 11:00:00+00:00,14480.00,14516.00,14524.00,14468.00,True,7382
2023-02-16 12:00:00+00:00,14428.00,14482.00,14488.00,14414.00,True,7174
2023-02-16 13:00:00+00:00,14362.00,14430.00,14454.00,14324.00,True,15931
2023-02-16 14:00:00+00:00,14376.00,14364.00,14416.00,14324.00,True,8236
2023-02-16 15:00:00+00:00,14316.00,14376.00,14394.00,14316.00,True,6807
2023-02-16 16:00:00+00:00,14350.00,14320.00,14358.00,14316.00,True,2430
2023-02-16 17:00:00+00:00,14406.00,14348.00,14416.00,14342.00,True,1892
2023-02-16 18:00:00+00:00,14390.00,14406.00,14422.00,14390.00,True,1782
2023-02-16 19:00:00+00:00,14408.00,14390.00,14408.00,14386.00,True,608
2023-02-16 20:00:00+00:00,14398.00,14402.00,14408.00,14382.00,True,1338
2023-02-17 06:00:00+00:00,14350.00,14350.00,14350.00,14350.00,True,52
2023-02-17 07:00:00+00:00,14380.00,14348.00,14398.00,14282.00,True,10369
2023-02-17 08:00:00+00:00,14390.00,14382.00,14394.00,14342.00,True,3233
2023-02-17 09:00:00+00:00,14450.00,14388.00,14498.00,14388.00,True,8084
2023-02-17 10:00:00+00:00,14436.00,14462.00,14488.00,14386.00,True,5179
2023-02-17 11:00:00+00:00,14486.00,14440.00,14490.00,14404.00,True,6100
2023-02-17 12:00:00+00:00,14490.00,14486.00,14496.00,14438.00,True,5510
2023-02-17 13:00:00+00:00,14454.00,14490.00,14492.00,14442.00,True,2489
2023-02-17 14:00:00+00:00,14468.00,14452.00,14470.00,14430.00,True,2158
2023-02-17 15:00:00+00:00,14448.00,14466.00,14510.00,14448.00,True,5531
2023-02-17 16:00:00+00:00,14452.00,14472.00,14482.00,14450.00,True,983
2023-02-17 17:00:00+00:00,14470.00,14452.00,14482.00,14452.00,True,673
2023-02-17 18:00:00+00:00,14486.00,14476.00,14490.00,14470.00,True,487
2023-02-17 19:00:00+00:00,14480.00,14486.00,14490.00,14470.00,True,459
2023-02-17 20:00:00+00:00,14478.00,14480.00,14482.00,14450.00,True,1403
2023-02-18 07:00:00+00:00,14528.00,14434.00,14528.00,14410.00,True,37
2023-02-18 08:00:00+00:00,14482.00,14532.00,14572.00,14442.00,True,52
2023-02-18 09:00:00+00:00,14448.00,14480.00,14562.00,14440.00,True,48
2023-02-18 10:00:00+00:00,14544.00,14538.00,14546.00,14454.00,True,14
2023-02-18 11:00:00+00:00,14472.00,14452.00,14564.00,14452.00,True,25
2023-02-18 12:00:00+00:00,14572.00,14470.00,14572.00,14466.00,True,16
2023-02-18 13:00:00+00:00,14568.00,14482.00,14570.00,14478.00,True,8
2023-02-18 14:00:00+00:00,14448.00,14474.00,14552.00,14448.00,True,30
2023-02-18 15:00:00+00:00,14448.00,14442.00,14534.00,14438.00,True,9
2023-02-19 07:00:00+00:00,14510.00,14444.00,14526.00,14416.00,True,25
2023-02-19 08:00:00+00:00,14498.00,14512.00,14512.00,14398.00,True,32
2023-02-19 09:00:00+00:00,14504.00,14410.00,14504.00,14410.00,True,11
2023-02-19 10:00:00+00:00,14414.00,14512.00,14520.00,14414.00,True,17
2023-02-19 11:00:00+00:00,14430.00,14412.00,14520.00,14412.00,True,13
2023-02-19 12:00:00+00:00,14418.00,14520.00,14520.00,14418.00,True,7
2023-02-19 13:00:00+00:00,14430.00,14510.00,14520.00,14422.00,True,17
2023-02-19 14:00:00+00:00,14522.00,14520.00,14522.00,14426.00,True,13
2023-02-19 15:00:00+00:00,14530.00,14432.00,14530.00,14432.00,True,8
2023-02-20 06:00:00+00:00,14478.00,14478.00,14478.00,14478.00,True,164
2023-02-20 07:00:00+00:00,14308.00,14476.00,14484.00,14300.00,True,11352
2023-02-20 08:00:00+00:00,14304.00,14306.00,14340.00,14260.00,True,6657
2023-02-20 09:00:00+00:00,14314.00,14304.00,14344.00,14298.00,True,3113
2023-02-20 10:00:00+00:00,14330.00,14312.00,14334.00,14274.00,True,3462
2023-02-20 11:00:00+00:00,14336.00,14330.00,14342.00,14300.00,True,4316
2023-02-20 12:00:00+00:00,14390.00,14338.00,14410.00,14336.00,True,3755
2023-02-20 13:00:00+00:00,14474.00,14390.00,14482.00,14384.00,True,6187
2023-02-20 14:00:00+00:00,14590.00,14472.00,14628.00,14420.00,True,10713
2023-02-20 15:00:00+00:00,14572.00,14588.00,14592.00,14530.00,True,4371
2023-02-20 16:00:00+00:00,14536.00,14566.00,14578.00,14482.00,True,2628
